English,Arabic
A dog biting a man who is falling to the ground .,كلب يعض رجلاً يسقط على الأرض.
A dog is jumping up at a large man who is wearing jeans and a blue and yellow jacket .,يقفز الكلب إلى رجل كبير يرتدي الجينز وسترة زرقاء وصفراء.
A man is being attacked by a German Shepherd .,يتعرض الرجل للهجوم من قبل الراعي الألماني.
Dog jumping onto a man in a yellow jacket .,الكلب يقفز على رجل في سترة صفراء.
A bundled up toddler is walking over snow .,طفل صغير يسير فوق الثلج.
A little girl in a pink hat walks in the snow .,فتاة صغيرة في قبعة وردية تمشي في الثلج.
A little kid playing in the snow and around bushes .,طفل صغير يلعب في الثلج وحول الشجيرات.
a small girl trots through the snow .,فتاة صغيرة تتدحرج من خلال الثلج.
Little girl in blue coat and pink hat makes tracks in the snow .,فتاة صغيرة في معطف أزرق وقبعة وردية تجعل المسارات في الثلج.
A fisherman in a field near a lake .,صياد في حقل بالقرب من بحيرة.
"""A person in a yellow hat , carrying a bag and a fishing pole , walks in a grassy area near a small body of water .""","""شخص في قبعة صفراء يحمل كيسًا وقطبًا لصيد الأسماك ، يمشي في منطقة عشبية بالقرب من جسم صغير من الماء."""
A person in a yellow hat is walking across the grass carrying a long pole .,شخص في قبعة صفراء يسير عبر العشب يحمل عمودًا طويلًا.
A person with a yellow hat holding a fishing pole in the grass by water,شخص لديه قبعة صفراء يحمل عمود صيد في العشب بالماء
Man holding stick in field of green grass .,رجل يحمل عصا في حقل العشب الأخضر.
A boy and girl are placing a red blindfold over a woman 's eyes .,صبي وفتاة يضعان معصوب العينين الأحمر على عيون المرأة.
A girl is blindfolded by a young boy and girl .,فتاة معصوب العينين من قبل صبي وفتاة.
A person being blindfolded by a girl and a boy .,شخص معصوب العينين من قبل فتاة وصبي.
"""Three kids play , one is blindfolded .""","""ثلاثة أطفال يلعبون ، واحد معصوب العينين."""
Two young children are playing with a teenage girl who is blindfolded .,يلعب طفلان صغيرين مع فتاة مراهقة معصوبة العينين.
A little boy kicks a soccer ball in the park .,صبي صغير يركل كرة كرة قدم في الحديقة.
A young boy kicking a soccer ball with a young girl in the background .,صبي صغير يركل كرة كرة قدم مع فتاة صغيرة في الخلفية.
The little boy in jean shorts kicks the soccer ball .,الصبي الصغير في شورت جان يركل كرة كرة القدم.
The little girl sitting by the tree is looking away from the little boy kicking a soccer ball .,الفتاة الصغيرة التي تجلس بجوار الشجرة تنظر بعيدًا عن الصبي الصغير وهو يركل كرة كرة قدم.
Young boy in fleece jacket kicking soccer ball with young girl in background .,صبي صغير في سترة الصوف يركل كرة كرة القدم مع فتاة صغيرة في الخلفية.
A man in a red jacket and khaki pants is walking through a part of what looks like Arizona .,رجل يرتدي سترة حمراء وسروال الكاكي يسير عبر جزء مما يشبه أريزونا.
"""A man wearing jeans and a hooded , long sleeved top , and a backpack , walks in a desert .""","""رجل يرتدي الجينز وقمة مقنعين ، وأكمام طويلة ، وحقيبة ظهر ، يمشي في صحراء."""
A person with a red hooded jacket and a black backpack is walking near a rocky wall .,الشخص الذي لديه سترة مقنعين حمراء وحقيبة ظهر سوداء يسير بالقرب من جدار صخري.
Man wearing red looks on at desert,رجل يرتدي اللون الأحمر في الصحراء
"""There is a lone hiker in the middle of a prairie with his back to the camera , showing his backpack .""","""هناك متجول وحيد في وسط البراري مع ظهره إلى الكاميرا ، ويظهر حقيبته."""
A girl with dark brown hair and eyes in a blue scarf is standing next to a girl in a fur edged coat .,فتاة ذات شعر بني داكن وعينان في وشاح أزرق تقف بجانب فتاة في معطف ذو فراء.
an Asian boy and an Asian girl are smiling in a crowd of people .,يبتسم فتى آسيوي وفتاة آسيوية في حشد من الناس.
The girls were in the crowd .,كانت الفتيات في الحشد.
Two dark haired girls are in a crowd .,فتاتان ذوو الشعر الداكن في حشد من الناس.
Two girls are looking past each other in different directions while standing in a crowd .,فتاتان تنظران إلى ما وراء بعضهما البعض في اتجاهات مختلفة أثناء الوقوف في حشد من الناس.
A woman in a yellow jacket skis in the snow .,امرأة في سترة صفراء الزلاجات في الثلج.
A woman wearing a yellow coat is skiing in the white snow .,امرأة ترتدي معطفًا أصفر تتزلج في الثلج الأبيض.
A woman wearing a yellow jacket skis down a snowy hill .,امرأة ترتدي سترة صفراء أسفل تل ثلجي.
A woman wearing a yellow jacket traversing on skis .,امرأة ترتدي سترة صفراء تتجول على الزلاجات.
A woman who is ski-ing poses for the camera .,امرأة تتزلج على الكاميرا.
A man walking 3 dalmatians along a sunny street .,رجل يمشي 3 دالماسيين على طول شارع مشمس.
A man walks a group of Dalmatians on the beach .,رجل يمشي مجموعة من الدلماسيين على الشاطئ.
A man walks three white dogs with spots down a street with palm trees .,رجل يمشي ثلاثة كلاب بيضاء مع بقع أسفل الشارع مع أشجار النخيل.
Man walking three dalmatians along a palm-tree lined street .,رجل يمشي ثلاثة دالماسيين على طول شارع النخيل المبطن.
This man with three dogs takes his route along the tree-lined street .,هذا الرجل مع ثلاثة كلاب يأخذ طريقه على طول الشارع الذي تصطف عليه الأشجار.
a broen haired woman wearing a black coat with coffee in her hand,امرأة ذات شعر إخوانها ترتدي معطفًا أسود مع القهوة في يدها
A girl holds her iced drink in her gloved-hand with a look of concentration on her face .,فتاة تحمل مشروبها المثلج في يدها القفاز مع نظرة من التركيز على وجهها.
A woman in black holding a cup of ice cream .,امرأة باللون الأسود تحمل كوبًا من الآيس كريم.
This woman is dressed in black and holding a cup .,هذه المرأة ترتدي اللون الأسود وتعقد كوب.
